id,Albania,Algeria,Andorra,Antigua and Barbuda,Argentina,Armenia,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belize,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Cameroon,Cape Verde,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Fiji,Gabon,Georgia,Ghana,Grenada,Guatemala,Guyana,Honduras,Hong Kong,India,Indonesia,Iran,Iraq,Jamaica,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Liechtenstein,Lithuania,Macedonia,Malaysia,Maldives,Malta,Marshall Islands,Mauritius,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Namibia,Nauru,Nicaragua,Nigeria,North Korea,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Qatar,Romania,Russian Federation,San Marino,Saudi Arabia,Serbia,Seychelles,Singapore,South Africa,Sri Lanka,St. Lucia,St.Kitts and Nevis,St.Vincent and the Grenadines,Suriname,Swaziland,Syrian Arab Republic,Tajikistan,Thailand,Tonga,Trinidad and Tobago,Tunisia,Turkmenistan,Ukraine,United Arab Emirates,Uruguay,Uzbekistan,Venezuela,Viet Nam,Zimbabwe
FreedomHouse,PF,NF,F,F,F,PF,NF,F,NF,F,NF,F,PF,PF,F,F,NF,F,NF,F,NF,PF,F,PF,F,NF,F,F,F,PF,PF,F,PF,NF,PF,F,F,PF,F,PF,F,F,F,NF,F,NF,NF,PF,PF,,PF,F,PF,PF,F,F,PF,PF,PF,F,F,F,F,F,PF,F,F,F,PF,F,F,PF,PF,NF,NF,PF,F,F,PF,PF,F,PF,NF,F,NF,F,NF,F,PF,PF,F,PF,F,F,F,F,NF,NF,NF,PF,F,F,PF,NF,PF,NF,F,NF,PF,NF,NF
DI-RegimeType,Hybrid Regime,Authoritarian Regime,,,Flawed Democracy,Hybrid Regime,Authoritarian Regime,,Authoritarian Regime,,Authoritarian Regime,,Hybrid Regime,Hybrid Regime,Flawed Democracy,Flawed Democracy,,Flawed Democracy,Authoritarian Regime,Flawed Democracy,Authoritarian Regime,Flawed Democracy,Full Democracy,Authoritarian Regime,Flawed Democracy,Authoritarian Regime,Flawed Democracy,,Flawed Democracy,Hybrid Regime,Hybrid Regime,Flawed Democracy,Authoritarian Regime,Authoritarian Regime,Hybrid Regime,Flawed Democracy,,Hybrid Regime,Flawed Democracy,Hybrid Regime,Flawed Democracy,Flawed Democracy,Flawed Democracy,Hybrid Regime,Flawed Democracy,Authoritarian Regime,Authoritarian Regime,Hybrid Regime,Authoritarian Regime,,Hybrid Regime,Flawed Democracy,Hybrid Regime,Hybrid Regime,,Flawed Democracy,Flawed Democracy,,,Full Democracy,,Full Democracy,,Flawed Democracy,,Flawed Democracy,Flawed Democracy,Hybrid Regime,Flawed Democracy,,Hybrid Regime,Authoritarian Regime,Authoritarian Regime,Authoritarian Regime,Hybrid Regime,,Flawed Democracy,Flawed Democracy,Flawed Democracy,Flawed Democracy,Flawed Democracy,Authoritarian Regime,Flawed Democracy,Authoritarian Regime,,Authoritarian Regime,Flawed Democracy,,Hybrid Regime,Flawed Democracy,Hybrid Regime,Flawed Democracy,,,,Authoritarian Regime,Authoritarian Regime,Authoritarian Regime,,Flawed Democracy,Hybrid Regime,Authoritarian Regime,Hybrid Regime,Authoritarian Regime,Full Democracy,Authoritarian Regime,Hybrid Regime,Authoritarian Regime,Authoritarian Regime,Flawed Democracy,Flawed Democracy
DI-Score,5.67,3.83,,,6.84,4.09,3.15,,2.53,,3.04,,5.84,5.11,7.85,7.12,,6.72,3.44,7.92,3,6.63,8.1,3.25,6.93,3.52,7.29,,6.49,5.78,4.56,6.47,3.67,3.56,5.53,6.02,,5.88,6.05,5.84,7.52,6.76,1.98,4.1,7.39,3.76,2.95,4.71,3.78,,4.69,7.05,5.05,5.15,,7.24,6.16,,,8.28,,8.17,,6.32,,6.35,6.05,4.07,6.24,,5.56,3.77,1.08,3.26,4.57,,7.08,6.32,6.26,6.47,6.3,3.18,6.54,3.74,,1.71,6.33,,5.88,7.79,5.75,6.65,,,,3.2,1.63,2.51,,6.99,5.67,1.72,5.91,2.58,,1.72,5.15,2.89,2.67,7.57,6.42
BMStatus,7.02,4.78,,,6.95,5.59,4.85,,5.89,,4.36,,6.23,6.41,7.78,8.06,,8.29,4.29,,4.94,6.28,8.84,3.31,8.25,4.05,,,6.66,5.39,4.76,7.23,,,5.88,7.39,,5.36,,5.97,,7.37,6.53,3.64,4.22,7.27,5.03,5.13,5.57,6.28,6.05,5.32,8.31,6.24,4.48,,9.03,7.35,6.13,,,,8.11,,6.24,,6.09,7.28,4.5,6.99,,5.59,4.63,2,5.41,3.81,,7.39,5.66,6.39,6.94,6.18,6.1,8.17,5.73,,4.35,7.51,,7.25,7.34,6.21,,,,,,3.9,3.5,5.62,,,4.98,3.54,5.96,5.73,9.3,3.01,4.47,4.84,3.59
EP-govern,7,2,,,8,2,2,,1,,2,,8,8,10,9,,9,2,,2,6,10,2,9,1,,,9,7,2,9,,,9,9,,5,,6,,10,7,2,4,9,2,2,6,8,2,4,10,4,1,,10,9,2,,,,10,,7,,7,9,2,9,,8,2,1,1,2,,9,5,7,7,6,1,9,7,,1,9,,2,8,6,,,,,,2,2,2,,,2,2,6,1,10,2,2,2,2
InterestGroups,6,4,,,7,6,4,,6,,4,,6,6,6,8,,8,5,,2,6,9,3,8,2,,,6,4,5,7,,,4,8,,5,,6,,7,7,3,3,6,4,4,6,6,6,5,6,7,3,,8,6,4,,,,8,,6,,6,6,4,6,,6,4,1,3,3,,7,5,6,5,6,4,7,4,,3,7,,4,8,6,,,,,,3,2,5,,,3,2,5,3,10,2,3,2,4
CSOtraditions,8,6,,,4,5,7,,5,,7,,6,5,6,3,,4,7,,9,5,2,8,4,7,,,5,6,5,4,,,7,5,,6,,5,,4,6,7,8,2,6,7,4,4,8,6,4,3,9,,4,5,6,,,,3,,7,,7,5,5,4,,5,5,10,8,7,,5,6,6,6,4,8,5,7,,9,4,,6,3,4,,,,,,9,8,6,,,7,10,5,8,2,8,4,9,7
CSOIndex,6,4,,,6,3,3,,4,,2,,8,5,7,9,,8,3,,3,4,8,3,7,3,,,5,5,4,7,,,5,7,,6,,6,,8,6,2,3,6,3,3,5,6,4,7,6,6,2,,9,6,5,,,,8,,8,,6,6,5,5,,4,5,1,3,3,,4,5,8,5,5,4,6,3,,3,7,,5,6,4,,,,,,2,4,4,,,3,1,4,4,10,1,3,4,2
EffectiveSupport,7,5,,,6,7,6,,6,,4,,7,6,9,10,,9,5,,7,8,9,3,8,5,,,9,7,5,9,,,7,9,,7,,8,,7,7,1,7,8,6,6,6,7,5,7,9,6,3,,9,9,7,,,,9,,7,,8,9,7,7,,5,7,1,5,4,,4,6,8,8,5,9,8,4,,5,8,,8,8,6,,,,,,4,6,5,,,6,3,6,8,10,3,2,7,3
GovPartner,7,5,,,5,7,7,,7,,2,,5,4,9,10,,8,5,,8,7,10,2,9,4,,,9,4,6,10,,,7,9,,8,,6,,9,9,1,6,8,6,7,4,6,6,6,10,8,4,,10,8,9,,,,9,,6,,8,8,6,8,,6,7,1,7,3,,8,5,8,8,7,8,8,5,,6,8,,8,8,6,,,,,,4,3,5,,,6,2,6,8,10,2,2,8,2
geo_longitude,19.9999619,2.9999825,1.5732033,-61.8222516,-65.241974,44.6736646,47.8207429,-78.0000547,50.5344606,-59.5250305,27.6999547,-88.7600927,-62.7866887,18.0075263,24.5928742,-51.3333976,114.5653908,25.4856617,13.1535811,-24.0083947,104.999927,-73.7845072,-84.0739102,-5.5679458,17.0118954,-80.8328748,33.13832257,-61.3653618,-70.3012705,-79.3666965,29.2675469,-88.9140683,179.0122737,11.6899699,44.0287382,-1.0800271,-61.6904045,-89.8988087,-58.6416891,-84.5978534,114.1628131,78.6677428,114.5632032,52.9471344,44.1749775,-77.3947693,36.941628,65.2093197,38.4313975,20.55144,47.4979476,74.724091,24.5999717,35.843409,18.1236723,9.546792471,23.7499998,41.6137143,102.2656823,73.4867968,14.504285,168,57.5703566,150.1982846,28.4165225,7.4197441,103.8499736,19.291739,-7.3205368,17.3231107,166.9333009,-84.8700308,7.9999721,127.399971,57.0036901,71.247499,133.3136306,-81.3066246,144.2489081,-58.1693445,-75.0458515,122.7312101,51.2295295,24.6859225,97.7453061,12.458306,42.3528328,20.55144,55.4540146,103.852038,24.991639,80.70435803,-60.975036,-62.7687277,-61.2765569,-56.0771187,31.3991317,39.0494106,71.2083055,100.83273,-174.6044381,-60.9821067,9.400138,59.3924609,31.2718321,53.9994829,-56.0201525,63.9528098,-66.1109318,108.4265113,29.7468414
geo_latitude,41.000028,28.0000272,42.5407167,17.079128,-35.1124869,40.7696272,40.1636668,24.7736546,26.1551249,13.1500331,53.4250438,16.8259793,-16.1779043,44.1264398,-23.1681782,-8.4666145,4.4137155,42.6073975,4.6125522,16.0000552,35.000074,2.8930783,10.2735633,7.9897371,45.5643442,23.0131338,35.1758113,15.4113138,19.094175,-1.3397668,26.2540493,13.8000382,-18.1239696,-0.8999695,41.6809707,8.0300284,12.1360374,15.6356088,4.8417097,15.0610686,22.2793278,22.3511148,-4.7993356,32.9407496,33.0955793,18.1850507,31.1667049,47.2286086,1.4419683,44.1534121,29.2733964,41.5089324,56.8666904,33.8750629,26.8234472,47.1595036,55.3500003,21.743258,4.5693754,4.2218417,35.8953019,9,-20.2759451,5.5600565,46.9161023,43.7312454,46.8250388,43.0285558,31.2005672,-23.2335499,-0.5249624,12.3724928,9.6000359,40.3123959,21.0000287,30.3308401,6.0973669,8.3096067,-5.6816069,-23.3165935,-6.8699697,12.7503486,25.3336984,45.9852129,64.6863136,43.9458623,25.6242618,44.1534121,-4.6574977,1.2904527,-28.8166236,7.877,13.8250489,17.3462278,12.90447,4.1413025,-26.5624806,34.6401861,38.825034,14.8971921,-19.1988696,10.8677845,33.8439408,39.3763807,49.4871968,24.0002488,-32.8755548,41.3234715,8.0018709,13.2904027,-18.4554963
